position;username;user_id;title;text;highlighs;link;location;address;latitude;longitude
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;Bandung,JawaBarat;Bandung, Jawa Barat, 40252, Indonesia;-69.344.694;1.076.049.539
;;;;;;;Jakarta Selatan;Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Indonesia;-628.381.815;1.068.048.635
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;MNC News Center Lt.11 Jakarta;iNews Tower, Jalan Kebon Sirih Jakarta;-61.849.205;1.068.308.589
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;Kota Tasikmalaya JawaBarat;Tasikmalaya, Jawa Barat, 46151, Indonesia;-73.262.484;1.082.201.154
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;MJLK????;Kantor Bupati Mjlk, Majalengka, Jawa Barat, Indonesia;-683.633.985;1.082.276.444
;;;;;;;Tlogomas;Tlogomas, Malang;-79.293.941;1.126.036.958
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;Bandung,JawaBarat;Bandung, Jawa Barat, 40252, Indonesia;-69.344.694;1.076.049.539
;;;;;;;Bali, Indonesia;Bali, Indonesia;-83.304.977;1.150.906.401
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;JATIASIH;Jatiasih, Jawa Barat, 17423, Indonesia;-62.936.589;1.069.636.695
;;;;;;;Yogyakarta;Kota Yogyakarta, Daerah Istimewa Yogyakarta, Indonesia;-78.011.945;110.364.917
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;Balikpapan, KalimantanTimur;Balikpapan, Kalimantan Timur, 76128, Indonesia;-12.398.711;1.168.593.379
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;Balikpapan, Indonesia;Balikpapan, Kalimantan Timur, 76128, Indonesia;-12.398.711;1.168.593.379
;;;;;;;Bekasi;Bekasi, Jawa Barat, 17144, Indonesia;-62.349.858;1.069.945.444
;;;;;;;JakartaPusat,DKIJakarta;Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia;-618.233.995;1.068.428.715
;;;;;;;pekanbaru;Pekanbaru, Kelurahan Sumahilang, Kabupaten Kampar, Riau, 28141, Indonesia;0.5262455;1.014.515.727
;;;;;;;Bali, Indonesia;Bali, Indonesia;-83.304.977;1.150.906.401
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;Batam,Indonesia;Batam, Kepulauan Riau, Indonesia;11.061.034;1.040.378.246
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;Batulicin;Batulicin Irigasi, Kalimantan Selatan, Indonesia;-33.116.454;1.159.137.556
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;gowa,makassar,indonesia;Gowa Sarana Indah;-519.573.395;1.194.634.062
;;;;;;;Pati,Indonesia;Pati, Jawa Tengah, Indonesia;-670.695.115;1.110.868.496
;;;;;;;Balikpapan, Indonesia;Balikpapan, Kalimantan Timur, 76128, Indonesia;-12.398.711;1.168.593.379
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;JakartaPusat,DKIJakarta;Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia;-618.233.995;1.068.428.715
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;Puspiptek Serpong;Bumi Puspiptek Asri, BSD City, Pagedangan, Tangerang, Banten, Indonesia;-630.019.715;1.066.317.103
;;;;;;;Bandung,JawaBarat;Bandung, Jawa Barat, 40252, Indonesia;-69.344.694;1.076.049.539
;;;;;;;Bogor,Indonesia;Bogor, Jawa Barat, 16121, Indonesia;-65.962.986;1.067.972.421
;;;;;;;Jawa Barat;Jawa Barat, Indonesia;-68.891.904;1.076.404.716
;;;;;;;iNews Tower Lantai10;iNews Tower, Jalan Kebon Sirih Jakarta;-61.849.205;1.068.308.589
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;SeiPetani36MedanIndonesia;Jalan Sei Petani, D A R A T, Padang Bulan, Medan Baru, Kota Medan, Sumatera Utara, 20122, Indonesia;35.761.838;98.659.141
;;;;;;;Balikpapan, Indonesia;Balikpapan, Kalimantan Timur, 76128, Indonesia;-12.398.711;1.168.593.379
;;;;;;;JakartaPusat,DKIJakarta;Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia;-618.233.995;1.068.428.715
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;JakartaPusat,DKIJakarta;Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia;-618.233.995;1.068.428.715
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;Balikpapan,Indonesia;Balikpapan, Kalimantan Timur, 76128, Indonesia;-12.398.711;1.168.593.379
;;;;;;;Bekasi;Bekasi, Jawa Barat, 17144, Indonesia;-62.349.858;1.069.945.444
;;;;;;;JakartaPusat,DKIJakarta;Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia;-618.233.995;1.068.428.715
;;;;;;;pekanbaru;Pekanbaru, Kelurahan Sumahilang, Kabupaten Kampar, Riau, 28141, Indonesia;0.5262455;1.014.515.727
;;;;;;;JakartaPusat,DKIJakarta;Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia;-618.233.995;1.068.428.715
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;Batam,Indonesia;Batam, Kepulauan Riau, Indonesia;11.061.034;1.040.378.246
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;Pati,Indonesia;Pati, Jawa Tengah, Indonesia;-670.695.115;1.110.868.496
;;;;;;;Balikpapan, Indonesia;Balikpapan, Kalimantan Timur, 76128, Indonesia;-12.398.711;1.168.593.379
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;Puspiptek Serpong;Bumi Puspiptek Asri, BSD City, Pagedangan, Tangerang, Banten, Indonesia;-630.019.715;1.066.317.103
;;;;;;;Bandung,JawaBarat;Bandung, Jawa Barat, 40252, Indonesia;-69.344.694;1.076.049.539
;;;;;;;Bogor,Indonesia;Bogor, Jawa Barat, 16121, Indonesia;-65.962.986;1.067.972.421
;;;;;;;Jawa Barat, Indonesia;Jawa Barat, Indonesia;-68.891.904;1.076.404.716
;;;;;;;iNews Tower Lantai10;iNews Tower, Jalan Kebon Sirih Jakarta;-61.849.205;1.068.308.589
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;SeiPetani36MedanIndonesia;Jalan Sei Petani, D A R A T, Padang Bulan, Medan Baru, Kota Medan, Sumatera Utara, 20122, Indonesia;35.761.838;98.659.141
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;Bandung,JawaBarat;Bandung, Jawa Barat, 40252, Indonesia;-69.344.694;1.076.049.539
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;Pondok Cabe;Pondok Cabe, Tangerang;-63.530.468;1.067.617.027
;;;;;;;JakartaPusat,DKIJakarta;Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia;-618.233.995;1.068.428.715
;;;;;;;JakartaPusat,DKIJakarta;Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia;-618.233.995;1.068.428.715
;;;;;;;KotaPangkalPinang;Pangkalpinang;-21.206.733;1.061.134.604
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;Pontianak;Pontianak, Kalimantan Barat;-0.0226903;1.093.447.488
;;;;;;;Menteng,Indonesia;Menteng, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia;-61.950.265;1.068.322.242
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;PesisirSelatan,SumateraBara;DPC Partai Demokrat Pesisir Selatan, Jalan Raya Air Haji - Painan, Painan, Nagari TIMBULUN, Sumatera Barat, 25354, Indonesia;-13.486.632;1.005.742.238
;;;;;;;Salatiga,JawaTengah;Salatiga, Jawa Tengah;-73.302.642;1.104.995.353
;;;;;;;Balikpapan,KalimantanTimur;Balikpapan, Kalimantan Timur, 76128, Indonesia;-12.398.711;1.168.593.379
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;Palmerah,Jakarta;Palmerah, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Indonesia;-61.910.017;1.067.943.633
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;GrahaPena,KebayoranLama12;Graha Pena, Jalan Tanah Baru V, RW 04, Sukabumi Utara, Kebon Jeruk, Jakarta Barat, Daerah Khusus Ibukota Jakarta, 12210, Indonesia;-62.150.741;1.067.777.897
;;;;;;;Bandung,JawaBarat;Bandung, Jawa Barat, 40252, Indonesia;-69.344.694;1.076.049.539
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;JakartaPusat,DKIJakarta;Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia;-618.233.995;1.068.428.715
;;;;;;;ternate;Ternate, Maluku;0.7852331;1.273.831.973
;;;;;;;Tangerang;Tangerang, Banten, Indonesia;-61.760.311;1.066.384.468
;;;;;;;Menteng,Indonesia;Menteng, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia;-61.950.265;1.068.322.242
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;Batu-Tangerang;Tangerang, AH2, Perumahan Taman Britania, Tangerang, Banten, 15143, Indonesia;-62.211.617;1.066.449.932
;;;;;;;Bekasi,JawaBarat;Bekasi, Jawa Barat, 17144, Indonesia;-62.349.858;1.069.945.444
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;PenajamPaserUtara;Polres Penajam Paser Utara, Jl. Korpri, Penajam, Kalimantan Timur, 76141, Indonesia;-130.591.805;1.167.347.711
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;Cirebon,JawaBarat;Cirebon, JawaBarat;-67.137.044;1.085.608.483
;;;;;;;Yogyakarta,Indonesia;Kota Yogyakarta, Daerah Istimewa Yogyakarta, Indonesia;-78.011.945;110.364.917
;;;;;;;JakartaPusat,DKIJakarta;Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia;-618.233.995;1.068.428.715
;;;;;;;JakartaPusat,DKIJakarta;Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia;-618.233.995;1.068.428.715
;;;;;;;Batavia_INA;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;Surabaya;Surabaya, Jawa Timur, Indonesia;-72.459.717;1.127.378.266
;;;;;;;Bogor,JawaBarat;Bogor, Jawa Barat, 16121, Indonesia;-65.962.986;1.067.972.421
;;;;;;;Yogyakarta;Kota Yogyakarta, Daerah Istimewa Yogyakarta, Indonesia;-78.011.945;110.364.917
;;;;;;;SUKABUMI-JAWABARAT;Sukabumi;-69.199.289;1.069.265.095
;;;;;;;Yogyakarta;Kota Yogyakarta, Daerah Istimewa Yogyakarta, Indonesia;-78.011.945;110.364.917
;;;;;;;Indonesia-Malaysia;Malaysia, Jalan Kyai Haji Wahid Hasyim, Jombang, Jawa Timur, 61417, Indonesia;-75.388.376;1.122.379.849
;;;;;;;Bandung,JawaBarat;Bandung, Jawa Barat, 40252, Indonesia;-69.344.694;1.076.049.539
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;ternate;Ternate, Maluku;0.7852331;1.273.831.973
;;;;;;;Tangerang;Tangerang, Banten, Indonesia;-61.760.311;1.066.384.468
;;;;;;;Menteng,Indonesia;Menteng, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia;-61.950.265;1.068.322.242
;;;;;;;PesisirSelatan,SumateraBara;DPC Partai Demokrat Pesisir Selatan, Jalan Raya Air Haji - Painan, Painan, Nagari TIMBULUN, Sumatera Barat, 25354, Indonesia;-13.486.632;1.005.742.238
;;;;;;;Salatiga,JawaTengah;Salatiga, Jawa Tengah;-73.302.642;1.104.995.353
;;;;;;;Balikpapan,KalimantanTimur;Balikpapan, Kalimantan Timur, 76128, Indonesia;-12.398.711;1.168.593.379
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;GrahaPena,KebayoranLama12;Graha Pena, Jalan Tanah Baru V, RW 04, Sukabumi Utara, Kebon Jeruk, Jakarta Barat, Daerah Khusus Ibukota Jakarta, 12210, Indonesia;-62.150.741;1.067.777.897
;;;;;;;Bandung,JawaBarat;Bandung, Jawa Barat, 40252, Indonesia;-69.344.694;1.076.049.539
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;ternate;Ternate, Maluku;0.7852331;1.273.831.973
;;;;;;;Tangerang;Tangerang, Banten, Indonesia;-61.760.311;1.066.384.468
;;;;;;;Menteng,Indonesia;Menteng, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia;-61.950.265;1.068.322.242
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;Batu-Tangerang;Tangerang, AH2, Perumahan Taman Britania, Tangerang, Banten, 15143, Indonesia;-62.211.617;1.066.449.932
;;;;;;;Bekasi,JawaBarat;Bekasi, Jawa Barat, 17144, Indonesia;-62.349.858;1.069.945.444
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;PenajamPaserUtara;Polres Penajam Paser Utara, Jl. Korpri, Penajam, Kalimantan Timur, 76141, Indonesia;-130.591.805;1.167.347.711
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;Cirebon,JawaBarat;Cirebon, JawaBarat;-67.137.044;1.085.608.483
;;;;;;;Yogyakarta,Indonesia;Kota Yogyakarta, Daerah Istimewa Yogyakarta, Indonesia;-78.011.945;110.364.917
;;;;;;;JakartaPusat,DKIJakarta;Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia;-618.233.995;1.068.428.715
;;;;;;;JakartaPusat,DKIJakarta;Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia;-618.233.995;1.068.428.715
;;;;;;;Batavia_INA;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;Surabaya;Surabaya, Jawa Timur, Indonesia;-72.459.717;1.127.378.266
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;Yogyakarta;Kota Yogyakarta, Daerah Istimewa Yogyakarta, Indonesia;-78.011.945;110.364.917
;;;;;;;SUKABUMI-JAWABARAT;Sukabumi;-69.199.289;1.069.265.095
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;Yogyakarta;Kota Yogyakarta, Daerah Istimewa Yogyakarta, Indonesia;-78.011.945;110.364.917
;;;;;;;Indonesia-Malaysia;Malaysia, Jalan Kyai Haji Wahid Hasyim, Jombang, Jawa Timur, 61417, Indonesia;-75.388.376;1.122.379.849
;;;;;;;Balikpapan,Indonesia;Balikpapan, Kalimantan Timur, 76128, Indonesia;-12.398.711;1.168.593.379
;;;;;;;Klaten,JawaTengah;Klaten, Jawa Tengah;-76.749.204;1.106.272.787
;;;;;;;JakartaPusat,DKIJakarta;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;JakartaTimur,DKIJakarta;JakartaTimur,DKIJakarta;-626.289.085;1.068.822.289
;;;;;;;Banjarmasin,KALSEL;Banjarmasin, Kalimantan Selatan, 70231, Indonesia;-33.187.496;1.145.925.828
;;;;;;;JakartaTimur,DKIJakarta;JakartaTimur,DKIJakarta;-626.289.085;1.068.822.289
;;;;;;;Banjarmasin,KALSEL;Banjarmasin, Kalimantan Selatan, 70231, Indonesia;-33.187.496;1.145.925.828
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;Yogyakarta;Kota Yogyakarta, Daerah Istimewa Yogyakarta, Indonesia;-78.011.945;110.364.917
;;;;;;;Indonesia-Malaysia;Malaysia, Jalan Kyai Haji Wahid Hasyim, Jombang, Jawa Timur, 61417, Indonesia;-75.388.376;1.122.379.849
;;;;;;;Sleman,Indonesia;Sleman, Daerah Istimewa Yogyakarta, Indonesia;-76.952.864;1.103.446.292
;;;;;;;Balikpapan,Indonesia;Balikpapan, Kalimantan Timur, 76128, Indonesia;-12.398.711;1.168.593.379
;;;;;;;Klaten,JawaTengah;Klaten, Jawa Tengah;-76.749.204;1.106.272.787
;;;;;;;JakartaPusat,DKIJakarta;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;Balam;Balam, Lampung;-50.088.366;1.038.225.421
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;semarang;Semarang, Jawa Tengah, Indonesia;-69.903.988;1.104.229.104
;;;;;;;Yogyakarta,Indonesia;Kota Yogyakarta, Daerah Istimewa Yogyakarta, Indonesia;-78.011.945;110.364.917
;;;;;;;Bandung,JawaBarat;Bandung, Jawa Barat, 40252, Indonesia;-69.344.694;1.076.049.539
;;;;;;;Bandung,JawaBarat;Bandung, Jawa Barat, 40252, Indonesia;-69.344.694;1.076.049.539
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;sumedang,jabar;Sumedang, Jawa Barat, 45321, Indonesia;-68.592.431;1.079.206.982
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;Jawa Barat, Indonesia;Jawa Barat, Indonesia;-68.891.904;1.076.404.716
;;;;;;;Bandung,JawaBarat;Bandung, Jawa Barat, 40252, Indonesia;-69.344.694;1.076.049.539
;;;;;;;Stabat,Indonesia;Stabat, Langkat, Sumatera Utara, 20811, Indonesia;37.546.297;984.581.085
;;;;;;;Makassar,SouthSulawesi;Makassar ????, Galesong Selatan, Sulawesi Selatan, 90115, Indonesia;-51.342.962;1.194.124.282
;;;;;;;Jawa Timur;Jawa Timur;-76.977.397;1.124.914.199
;;;;;;;yogyakarta;Kota Yogyakarta, Daerah Istimewa Yogyakarta, Indonesia;-78.011.945;110.364.917
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;??Majalengka,Indonesia;Majalengka, Jawa Barat, Indonesia;-680.771.955;1.082.789.671
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;KotaSukabumi,JawaBarat;Sukabumi;-69.199.289;1.069.265.095
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;JakartaTimur,DKIJakarta;JakartaTimur,DKIJakarta;-626.289.085;1.068.822.289
;;;;;;;JakartaPusat,DKIJakarta;Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia;-618.233.995;1.068.428.715
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;Jl.CihanjuangCibaligoRt.03Rw.01No.174Kec.Parongpong-BandungBarat;Parongpong, Bandung Barat;-68.032.279;1.075.818.041
;;;;;;;Jakarta Barat, DKI Jakarta;Jakarta Barat, Daerah Khusus Ibukota Jakarta, Indonesia;-616.156.235;1.067.438.912
;;;;;;;Lampung,Indonesia;Lampung, Indonesia;-48.555.039;1.050.272.986
;;;;;;;Jawa Timur;Jawa Timur;-76.977.397;1.124.914.199
;;;;;;;Jlntrikora2no181Mandala2Medan;Jl Trikora Medan;35.884.971;987.178.999
;;;;;;;JakartaPusat,DKIJakarta;Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia;-618.233.995;1.068.428.715
;;;;;;;Kalimantan Selatan;Kalimantan Selatan;-29.285.686;1.153.700.718
;;;;;;;Kalideres Jakarta;Kalideres;-613.700.575;1.067.015.938
;;;;;;;Bandung,JawaBarat;Bandung, Jawa Barat, 40252, Indonesia;-69.344.694;1.076.049.539
;;;;;;;JakartaPusat,DKIJakarta;Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia;-618.233.995;1.068.428.715
;;;;;;;JakartaPusat,DKIJakarta;Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia;-618.233.995;1.068.428.715
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;KotaMalang,EastJava;Makassar ????, Galesong Selatan, Sulawesi Selatan, 90115, Indonesia;-51.342.962;1.194.124.282
;;;;;;;Balikpapan, Indonesia;Balikpapan, Kalimantan Timur, 76128, Indonesia;-12.398.711;1.168.593.379
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;Bandung,JawaBarat;Bandung, Jawa Barat, 40252, Indonesia;-69.344.694;1.076.049.539
;;;;;;;Balikpapan,Indonesia;Balikpapan, Kalimantan Timur, 76128, Indonesia;-12.398.711;1.168.593.379
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;PlazaBIITowerIIILt.5;BII Tower, Jalan MH Thamrin kav 22;-61.899.822;106.823.258
;;;;;;;Cigombong;Cigombong, Jawa Barat, 16740, Indonesia;-6.745.881;1.067.860.725
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;GrahaPena,KebayoranLama12;Graha Pena, Jalan Tanah Baru V, RW 04, Sukabumi Utara, Kebon Jeruk, Jakarta Barat, Daerah Khusus Ibukota Jakarta, 12210, Indonesia;-62.150.741;1.067.777.897
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;malang;Malang, Jawa Timur, Indonesia;-810.479.815;1.126.879.872
;;;;;;;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-61.753.942;106.827.183
;;;;;;;Cibinong,Indonesia;Cibinong, Bogor Raya, Cirimekar, Jawa Barat, 16916, Indonesia;-64.641.408;1.068.524.655
